ALPHA_H;BETA;D_AGAP;R_ST_OUT;DX;DTHETA;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.8;0.2;2.5;7.5;0.5;45;0.2037550176839197;7.639532484358051E-4;-0.01719353655489762;-0.1960752766237044;-0.001378011103934774;-0.001703481980807276
2.0;0.2;2.5;7.5;0.5;45;0.1944290134369561;0.004584946219922879;-0.04492207697586433;-0.1890189295966171;-5.25626293976868E-4;-1.006451908872015E-4
1.4;0.3;2.5;7.5;0.5;45;0.3944006164776473;0.005238847155729749;0.01821414291741277;-0.3943047762829406;7.190909671816916E-4;0.002876366332335621
1.6;0.3;2.5;7.5;0.5;45;0.3782724220569342;-0.004319047271011565;-0.01707509492129912;-0.3810226992269037;-9.575317650286838E-5;-0.002732249864425065
1.8;0.3;2.5;7.5;0.5;45;0.3606161436462275;-0.00190561788360153;3.452553175135528E-4;-0.3650677403875376;-1.270414873659094E-4;-0.003517639106857439
2.0;0.3;2.5;7.5;0.5;45;0.3438787016407263;-4.978608149133756E-5;-0.03325532024955361;-0.3524871010854855;0.001452567393086595;-0.002634084273223499
1.4;0.4;2.5;7.5;0.5;45;0.568427686820478;0.00902307649882754;0.002845666074683803;-0.5785653773979552;-0.001786509942255308;3.014730111613106E-4
1.6;0.4;2.5;7.5;0.5;45;0.5549129650847342;0.01452239759620948;-0.01178622911694097;-0.5533768753283372;7.56609659999811E-4;-0.006979655787576497
1.8;0.4;2.5;7.5;0.5;45;0.5256906638771206;0.00278004257377343;0.01090422376605306;-0.5258276841840468;-0.00461848534570593;0.001594420782141087
2.0;0.4;2.5;7.5;0.5;45;0.4988315868347902;0.002700132236801458;0.01179511210488349;-0.5057919357178584;1.766458514373265E-4;-0.002222808969821822
1.4;0.5;2.5;7.5;0.5;45;0.752905974018122;-0.002302704895924196;0.01072149881570833;-0.7599722580053775;-0.00629165154215351;-0.001692328445621358
1.6;0.5;2.5;7.5;0.5;45;0.7257974865101309;0.006541222792089198;0.0332763205889353;-0.7168401128569521;-0.002972634790994574;-0.003135050086637755
1.8;0.5;2.5;7.5;0.5;45;0.6736372279756404;-2.959736718418449E-4;-0.002388916406172453;-0.681718906127496;-0.001183732332242933;-4.059483788703229E-4
2.0;0.5;2.5;7.5;0.5;45;0.653283106486799;-0.01320331244866388;-0.02999560700093528;-0.6520126773676704;8.64778121857694E-4;0.002018793244224089
1.4;0.1;3.0;7.5;0.5;45;0.0340379513956245;-0.01763143143105761;0.01970000204905838;-0.0276666349141808;0.001233581738150814;5.04978007369613E-4
1.6;0.1;3.0;7.5;0.5;45;0.02306292274781757;-0.02172351953227108;-0.01199282233320731;-0.02559597855054601;0.001270682069200132;-3.592485117335014E-4
1.8;0.1;3.0;7.5;0.5;45;0.01315832919551688;-0.02016585770005261;-0.02166604165400116;-0.02558019226967754;0.001863287792646612;-0.001143467979930361
2.0;0.1;3.0;7.5;0.5;45;0.04172532442829073;-0.03046182595130053;0.02443711672258115;-0.0240248822066269;0.001009104615195583;0.001141705241062293
1.4;0.2;3.0;7.5;0.5;45;0.1055661920348591;-0.008189769792527831;0.01150189476514651;-0.1056683888678845;-0.00101482079817085;-5.859550308090283E-4
1.6;0.2;3.0;7.5;0.5;45;0.1066599760545286;0.003601640155511434;-0.0170147137320766;-0.1023697536986425;-0.001055161632638215;0.001249375776176847
1.8;0.2;3.0;7.5;0.5;45;0.09483505122543916;0.01373780570728002;-0.01318449991916698;-0.09761866731053914;-0.001495974204150893;4.316591684066085E-4
2.0;0.2;3.0;7.5;0.5;45;0.1944290134369561;0.004584946219922879;-0.04492207697586433;-0.1890189295966171;-5.25626293976868E-4;-1.006451908872015E-4
1.4;0.3;3.0;7.5;0.5;45;0.200613483731471;-0.00168877389633196;-0.001538337846868206;-0.2078882362409379;-0.00133417289345062;0.001301490901653007
1.6;0.3;3.0;7.5;0.5;45;0.1994242549710736;0.005065781473504411;-0.005152302805191957;-0.1987941406015401;2.738777675045459E-4;9.223120808054727E-4
1.8;0.3;3.0;7.5;0.5;45;0.2011096261072057;-0.003184038585239853;-0.01426941754559449;-0.1920799556958212;-3.555069672618722E-4;2.518183718876959E-4
2.0;0.3;3.0;7.5;0.5;45;0.1968810092375882;-0.002003801885044976;-0.003034232071825682;-0.1846019593401206;1.895334737404781E-4;0.002535319955840751
1.4;0.4;3.0;7.5;0.5;45;0.3265944294400522;0.005340409629375072;-0.00895987040738037;-0.3145892812909421;-4.66055641097406E-4;-0.00245203999224454
1.6;0.4;3.0;7.5;0.5;45;0.3044028385396855;-0.003173627994286062;0.01604305978038022;-0.3015025686700008;5.02394047596271E-4;3.729312369026501E-4
1.8;0.4;3.0;7.5;0.5;45;0.2620235116290303;0.01189786826477534;0.001797254901953219;-0.2901625752940752;-0.001635477944687127;-0.00119829714804025
2.0;0.4;3.0;7.5;0.5;45;0.2620824813145889;-0.01077589776145191;-0.01286782272626563;-0.2754733901879364;6.1879314324496E-4;-0.004498395450097665
1.4;0.5;3.0;7.5;0.5;45;0.4253280472422781;0.008940516032256943;-0.01621776728281835;-0.4221915965253204;-0.001189796929533868;0.002468907547542447
1.6;0.5;3.0;7.5;0.5;45;0.4020723656626355;0.00945022006629753;-0.02682605638009663;-0.4009337855587465;-0.001750948869232236;-0.002360378157946786
1.8;0.5;3.0;7.5;0.5;45;0.3949914378111077;-9.601163671183652E-4;-0.01792972034877869;-0.3810988792542194;-1.919257285047443E-5;0.002806638208304853
2.0;0.5;3.0;7.5;0.5;45;0.3659028815206806;-1.281600684698114E-4;0.006140012994416626;-0.3630088579476143;0.003126360244204772;0.00112363697688532
