ALPHA_H;BETA;D_AGAP;R_ST_OUT;DX;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.4;0.1;1.5;7.5;0.5;0.2669420411450761;-0.03139861575016816;0.001244046597080981;-0.2635042827772554;0.005002715167452494;0.008820163811992816
1.6;0.1;1.5;7.5;0.5;0.2569527997631958;-0.02200942639071935;-0.05350741009874417;-0.2524877280010793;-0.001897477441405263;8.67556722215662E-4
1.8;0.1;1.5;7.5;0.5;0.2661032520043756;-0.02472951971884214;-0.009864208820937737;-0.2473440826999627;-2.221933069988286E-4;1.951861978282944E-4
2.0;0.1;1.5;7.5;0.5;0.2514894834868088;-0.01756690677080519;0.02934623693577838;-0.2415793884143709;-2.335523738714669E-4;0.003093965134726378
1.4;0.2;1.5;7.5;0.5;0.8162478877431555;0.002932725706969442;-0.03410301454909977;-0.7912470114192078;-0.004377995343918526;0.002662926051801139
1.6;0.2;1.5;7.5;0.5;0.7947396902694633;-0.00914852659364126;-0.03266462500531361;-0.7752013289643311;-0.0018563432268832;-0.001172848900872431
1.8;0.2;1.5;7.5;0.5;0.7663258722935151;-0.006522958874315778;-0.01955115726201154;-0.7508886675499054;-0.004798517814539987;0.009132230210401902
2.0;0.2;1.5;7.5;0.5;0.7322991458622727;0.01241862473980634;-0.02356906922745376;-0.7279655700100877;7.184258539347371E-4;0.00219737326895495
1.4;0.3;1.5;7.5;0.5;1.341978853096002;0.008327219720053968;0.008246448613448937;-1.326276928240948;2.705925208432419E-4;-0.001912579140589069
1.6;0.3;1.5;7.5;0.5;1.292624984905086;0.008069761217022537;0.001443133322127602;-1.279950378554674;0.001782706301749516;0.001127517705362289
1.8;0.3;1.5;7.5;0.5;1.242671027096767;0.006271749324699026;-0.0137332032417222;-1.230804565781404;-0.005902626257309541;-0.003212799123974855
2.0;0.3;1.5;7.5;0.5;1.206443077645014;-3.726556546650496E-4;0.006921937585107405;-1.179707451736117;2.250014482177492E-4;-0.002327887386284025
1.4;0.4;1.5;7.5;0.5;1.856161757243812;0.01029289021988798;-0.01141551487901753;-1.829147813517986;0.004372701885978499;0.003736035850860547
1.6;0.4;1.5;7.5;0.5;1.771747170623471;0.005425127899357105;0.02298780692655513;-1.73880986181801;0.003065312786324297;-7.219876020733466E-4
1.8;0.4;1.5;7.5;0.5;1.672915367408242;0.01337698822377779;0.01560346669073526;-1.665827082974611;-4.351230738587879E-5;4.004319405842675E-4
2.0;0.4;1.5;7.5;0.5;1.601127446442559;-0.008823978338948713;-0.009936050336596388;-1.57727838479311;-0.004364814539457373;-0.002489256153214345
1.4;0.5;1.5;7.5;0.5;2.324005549470145;0.003216165516416588;-0.01417176407150526;-2.30436061202826;-0.001542969536250168;-0.009001472753190267
1.6;0.5;1.5;7.5;0.5;2.212836695437019;-0.01214615236490262;-0.0181405951129927;-2.167670698745883;0.006598180245684825;8.509834150415298E-4
1.8;0.5;1.5;7.5;0.5;2.079431772701814;-0.002252338235150486;-0.007170174861316219;-2.056047595394327;0.005015106776639547;0.006962589911843952
2.0;0.5;1.5;7.5;0.5;1.965732570242175;0.006208208652862983;-0.002500492043482743;-1.933959696423037;-0.003603355087180023;0.001368503132330912
1.4;0.1;2.0;7.5;0.5;0.1106840406143193;-0.01119309412082024;-0.01069713480299657;-0.1158328011476148;-0.001754904309478036;-0.006396158099266754
1.6;0.1;2.0;7.5;0.5;0.122524272100629;-0.01840120068941621;-0.008040260766290929;-0.1169973534390812;0.001058781849267609;-0.003283381444547083
1.8;0.1;2.0;7.5;0.5;0.1201844353954037;-0.006705458015875094;0.00379921595040317;-0.1108843787207973;-0.001832077851831513;-7.869258834938267E-6
2.0;0.1;2.0;7.5;0.5;0.1018037329123902;-0.005912881183054063;0.0940377356118825;-0.1083640863696965;0.001260548000681436;-0.001244087697482064
1.4;0.2;2.0;7.5;0.5;0.4126316037017244;-9.332997135761863E-4;0.03053719539033533;-0.3994672867329082;0.001745407879763296;0.001248257490881582
1.6;0.2;2.0;7.5;0.5;0.4013891145733589;0.002841568053821573;-0.02252451770072922;-0.3899654793060882;9.462312647701976E-4;0.003726766431154895
1.8;0.2;2.0;7.5;0.5;0.3880104282891862;0.008772042872421063;0.0335336686653122;-0.3782763841935653;-0.00277323744301362;-0.004688007929163057
2.0;0.2;2.0;7.5;0.5;0.3618630189529988;1.601558171254161E-5;0.01149491575098358;-0.3668481821964038;-0.003209857376083233;-0.002015873859155213
1.4;0.3;2.0;7.5;0.5;0.7259962010767336;0.007373023852821306;0.02476157940896794;-0.7212827339542649;0.00541367562292139;6.989628201854446E-4
1.6;0.3;2.0;7.5;0.5;0.688699522652984;-0.004122109829352494;0.01818244957760277;-0.696949455085469;-0.004554030727157922;-0.004379680323291246
1.8;0.3;2.0;7.5;0.5;0.6730114607160835;0.009025308294478101;-0.002313891392740713;-0.66873946246748;-0.005094137002265404;-6.924683717260457E-4
2.0;0.3;2.0;7.5;0.5;0.6422619639008692;0.004062420474009982;0.007192801308600846;-0.641535072571957;0.001505066136130356;0.004927446618684838
1.4;0.4;2.0;7.5;0.5;1.037226616836259;-0.00139443659200364;0.02558917133981228;-1.026067329260962;-0.002883842343562922;0.005002907453056067
1.6;0.4;2.0;7.5;0.5;0.9851911145299673;-0.001220745876079503;-0.0147058492660583;-0.983344941450828;0.001596813019751897;-3.786260036946747E-4
