 ALPHA_H ; BETA ; D_AGAP ; R_ROT_OUT ; JT_RMS ; R_ROT_OUT ; V_FE_ST ; V_FE_ROT ; V_PM ; V_COIL ; IT_HAT ; P_CU_TOT ; A_CU ; TZ_ROT ; TZ_ST ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1250000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3673504480627858E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.6238294378771891E+02 ;    0.3803589872572735E+01 ;    0.1509168176112496E-01 ;    0.4482573652914428E+00 ;    0.1123216680891032E-03 ;   -0.6007169089968075E-04 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1782037435182254E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.3544676411267536E+02 ;    0.2939044877110531E+01 ;    0.8575281174138425E-02 ;    0.3463697604694067E+00 ;   -0.6047171027722923E-04 ;   -0.1755042210534488E-04 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1559282755784472E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.3405509989650363E+02 ;    0.2939044877110531E+01 ;    0.8238609766962161E-02 ;    0.3463697604694067E+00 ;    0.1275722113216559E-05 ;   -0.1908287674801878E-04 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1386029116252864E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.3297269439503674E+02 ;    0.2939044877110531E+01 ;    0.7976754228047290E-02 ;    0.3463697604694067E+00 ;   -0.6858739099141141E-05 ;   -0.8100677667983181E-05 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1247426204627578E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.3210676999386322E+02 ;    0.2939044877110531E+01 ;    0.7767269796915392E-02 ;    0.3463697604694067E+00 ;   -0.1702947436771163E-04 ;   -0.1245581107652061E-04 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3564074870364508E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.4658007784204914E+02 ;    0.2939044877110531E+01 ;    0.1126865243154853E-01 ;    0.3463697604694067E+00 ;    0.9624645974020814E-04 ;   -0.4858473562818494E-04 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3118565511568945E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.4379674940970570E+02 ;    0.2939044877110531E+01 ;    0.1059530961719601E-01 ;    0.3463697604694067E+00 ;    0.5910232000044298E-04 ;   -0.3694662577377252E-04 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2772058232505729E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.4163193840677192E+02 ;    0.2939044877110531E+01 ;    0.1007159853936626E-01 ;    0.3463697604694067E+00 ;    0.7034969699105623E-04 ;   -0.3114916649377600E-04 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2494852409255155E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.3990008960442486E+02 ;    0.2939044877110531E+01 ;    0.9652629677102469E-02 ;    0.3463697604694067E+00 ;   -0.3925111111585631E-06 ;   -0.5000008983057453E-04 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.5346112305546761E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.5771339157142294E+02 ;    0.2939044877110531E+01 ;    0.1396202368895864E-01 ;    0.3463697604694067E+00 ;    0.3686583060352229E-04 ;   -0.6847676561596943E-04 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.4677848267353416E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.5353839892290776E+02 ;    0.2939044877110531E+01 ;    0.1295200946742985E-01 ;    0.3463697604694067E+00 ;    0.8111718013118474E-04 ;   -0.5886214334500306E-04 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.4158087348758593E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.5029118241850708E+02 ;    0.2939044877110531E+01 ;    0.1216644285068524E-01 ;    0.3463697604694067E+00 ;    0.1081873813640925E-03 ;   -0.6827378999355473E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3742278613882733E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.4769340921498653E+02 ;    0.2939044877110531E+01 ;    0.1153798955728954E-01 ;    0.3463697604694067E+00 ;    0.8775846490823110E-04 ;   -0.6261596651874855E-04 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1810579532285422E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.2598009169830079E+02 ;    0.2185571955102285E+01 ;    0.6285103783652927E-02 ;    0.2575721250373277E+00 ;   -0.5882185306252763E-05 ;   -0.1360504300651264E-04 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1584257090749744E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.2494520369591866E+02 ;    0.2185571955102285E+01 ;    0.6034743678116644E-02 ;    0.2575721250373277E+00 ;   -0.2536994424872026E-04 ;   -0.1207495119639223E-04 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1408228525110884E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.2414029080517702E+02 ;    0.2185571955102285E+01 ;    0.5840019151588425E-02 ;    0.2575721250373277E+00 ;    0.1287042220774116E-05 ;   -0.9172799005466665E-05 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1267405672599795E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.2349636049258369E+02 ;    0.2185571955102285E+01 ;    0.5684239530365848E-02 ;    0.2575721250373277E+00 ;    0.2937466925908433E-04 ;   -0.9927392239229593E-05 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3621159064570844E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.3425919571735774E+02 ;    0.2185571955102285E+01 ;    0.8287984627943187E-02 ;    0.2575721250373277E+00 ;    0.4447040319346482E-04 ;   -0.9487162359313374E-05 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3168514181499489E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.3218941971259351E+02 ;    0.2185571955102285E+01 ;    0.7787264416870624E-02 ;    0.2575721250373277E+00 ;    0.2260813835604942E-04 ;   -0.2622464524765615E-04 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2816457050221767E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.3057959393111021E+02 ;    0.2185571955102285E+01 ;    0.7397815363814183E-02 ;    0.2575721250373277E+00 ;    0.1295591311092713E-04 ;   -0.2143337404990911E-04 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2534811345199590E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.2929173330592357E+02 ;    0.2185571955102285E+01 ;    0.7086256121369031E-02 ;    0.2575721250373277E+00 ;    0.3401858626748654E-06 ;   -0.2020587739876765E-04 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.5431738596856266E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.4253829973641470E+02 ;    0.2185571955102285E+01 ;    0.1029086547223345E-01 ;    0.2575721250373277E+00 ;    0.9865999065150110E-04 ;   -0.3972185703144907E-04 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.4752771272249232E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.3943363572926834E+02 ;    0.2185571955102285E+01 ;    0.9539785155624600E-02 ;    0.2575721250373277E+00 ;    0.5592585511562271E-04 ;   -0.3373954023055065E-04 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.4224685575332651E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.3701889705704339E+02 ;    0.2185571955102285E+01 ;    0.8955611576039938E-02 ;    0.2575721250373277E+00 ;    0.5243690613452645E-04 ;   -0.3024572517619622E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3802217017799385E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.3508710611926343E+02 ;    0.2185571955102285E+01 ;    0.8488272712372213E-02 ;    0.2575721250373277E+00 ;    0.7267354724778169E-04 ;   -0.3068886707355414E-04 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1834914139227533E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.1807599712993157E+02 ;    0.1543171106547998E+01 ;    0.4372945225673048E-02 ;    0.1818644589952062E+00 ;    0.2544627923469673E-04 ;   -0.6839218916354240E-06 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1605549871824091E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.1734529171432583E+02 ;    0.1543171106547998E+01 ;    0.4196172971529706E-02 ;    0.1818644589952062E+00 ;    0.9738367718016691E-05 ;   -0.2851223452082536E-05 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1427155441621414E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.1677696527996581E+02 ;    0.1543171106547998E+01 ;    0.4058683440529331E-02 ;    0.1818644589952062E+00 ;    0.3756407786567720E-05 ;   -0.3383435522385015E-05 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1284439897459272E+03 ;    0.4480185316277272E+03 ;    0.3600748502960609E+02 ;    0.1632230413247780E+02 ;    0.1543171106547998E+01 ;    0.3948691815729029E-02 ;    0.1818644589952062E+00 ;   -0.2565476763030015E-04 ;   -0.5616855464746243E-05 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3669828278455065E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.2392164045477748E+02 ;    0.1543171106547998E+01 ;    0.5787123258819770E-02 ;    0.1818644589952062E+00 ;    0.1386751445888205E-04 ;   -0.1017719910549393E-04 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3211099743648182E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.2246022962356601E+02 ;    0.1543171106547998E+01 ;    0.5433578750533092E-02 ;    0.1818644589952062E+00 ;   -0.9012090986352168E-06 ;   -0.7159637556819827E-05 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2854310883242828E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.2132357675484596E+02 ;    0.1543171106547998E+01 ;    0.5158599688532338E-02 ;    0.1818644589952062E+00 ;    0.4758661100447420E-04 ;   -0.1147010426909553E-04 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2568879794918545E+03 ;    0.8960370632554544E+03 ;    0.7201497005921217E+02 ;    0.2041425445986994E+02 ;    0.1543171106547998E+01 ;    0.4938616438931736E-02 ;    0.1818644589952062E+00 ;   -0.6645632701573308E-06 ;   -0.1167880954189330E-04 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.5504742417682597E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.2976728377962339E+02 ;    0.1543171106547998E+01 ;    0.7201301291966496E-02 ;    0.1818644589952062E+00 ;    0.4270090478263964E-04 ;   -0.2447577200909967E-04 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.4816649615472272E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.2757516753280618E+02 ;    0.1543171106547998E+01 ;    0.6670984529536473E-02 ;    0.1818644589952062E+00 ;    0.6952714093213659E-04 ;   -0.2113113615396170E-04 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.4281466324864243E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.2587018822972612E+02 ;    0.1543171106547998E+01 ;    0.6258515936535344E-02 ;    0.1818644589952062E+00 ;    0.1604518455522356E-04 ;   -0.1626896517030636E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6000000000000000E+01 ;    0.7500000000000000E+01 ;    0.3853319692377818E+03 ;    0.1344055594883182E+04 ;    0.1080224550888183E+03 ;    0.2450620478726208E+02 ;    0.1543171106547998E+01 ;    0.5928541062134442E-02 ;    0.1818644589952062E+00 ;   -0.3283897834412284E-04 ;   -0.2843529760668970E-04 ;
