ALPHA_H;BETA;D_AGAP;R_ST_OUT;JF_RMS;IF_HAT;A_CU;P_CU_TOT;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.4;0.1;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.011257467561368086;0.00227733993517761;-0.008693045611594563;0.02318242102737058;0.00873242405191272;0.01077878376439224;0.004368216726889427
1.6;0.1;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.010821761402304802;0.01050427658305031;-0.02073680309225431;-0.0295958857972556;0.007134811780709294;0.01160440591422839;5.254293470609121E-4
1.8;0.1;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.010482878834144472;-0.0187653713570689;-0.008441273081252141;0.03961028881052016;0.00938850048570528;0.004042711106382753;0.002992755900810042
2.0;0.1;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.010211772779616204;-0.01505403482653587;-0.01996767607106567;-0.01275243923817284;0.003652268225940461;0.009667164819824412;-0.006047365418254437
1.4;0.2;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.014743116833874349;-0.01191778056058059;-0.02516333217791494;-0.04406715493119777;0.004261405503083225;0.01346438320092359;-0.004135262056109009
1.6;0.2;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.013871704515747778;-0.01569146576625692;-0.01722175245266176;0.01269106431544222;0.01240725288262392;0.02740974651447387;0.001091634703011839
1.8;0.2;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.01319393937942712;-0.010450198121711;-0.03107527176592833;0.05615176876422558;0.003487428259700082;0.0214841179981726;0.008502376028826229
2.0;0.2;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.012651727270370589;-0.01487124026005395;-0.006880397107909205;-0.01794366671471272;0.006059637393681704;0.01119769287121504;-0.001220202075013102
1.4;0.3;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.018228766106380606;-0.03049346382409157;-0.02842683455044251;0.01943454288031389;0.0168937202127569;0.02460655650726805;0.003556234998341415
1.6;0.3;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.016921647629190757;-0.02581962056319972;-0.02995947524726348;0.01004498643422798;0.008411299456824242;0.01666753173300346;-2.285488943176567E-4
1.8;0.3;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.015904999924709763;-0.009620206087691891;-0.04670720144858759;0.01998581381556507;0.01498591082167878;0.02789903711284168;0.001987923825548455
2.0;0.3;1.25;7.5;6;3.8035898725727364;0.448257365291443;0.015091681761124973;-0.02437769753089235;-0.04563333958371426;-0.0236310600768385;0.005467220615915477;0.02571256412122414;0.007163232393099725
1.4;0.1;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.008575281174138432;-0.007198958186651883;-0.01999748776977293;0.004206408261502865;0.003460975152028831;0.005994552047903369;-5.371494454027466E-4
1.6;0.1;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.008238609766962168;-0.003072599643003746;-0.01130540814639196;0.04335152215515824;0.003240985847594009;0.008789095107630047;-0.00234940357919236
1.8;0.1;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.007976754228047295;-0.01491206913297202;-0.01537993094850022;-0.006260129237096892;0.002489717383760738;0.004669537189283987;7.137524302805222E-4
2.0;0.1;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.007767269796915398;-0.01349812771013661;-0.004803303562795324;-0.002132834255530574;0.001488631677571507;0.005104909126064865;0.00353765494649897
1.4;0.2;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.011268652431548542;-0.004056019679131649;-0.004370664998797109;-0.01159118069734404;0.01049863610271302;0.01002124533513092;-0.004378852356763809
1.6;0.2;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.010595309617196012;0.00385985329328046;-0.01449460915439523;-0.01845277940742178;0.01179757946687737;0.01389017284115453;-0.005467100425268009
1.8;0.2;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.01007159853936627;-0.01192949562495712;-0.01711750885331537;-0.04394317687063049;0.005098221040237166;0.01724847002937111;-0.004231888509390049
2.0;0.2;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.009652629677102474;-0.0040814461141555;-0.01447745718425616;0.01422222427295864;0.005081389920190813;0.009070774831871973;0.003521719776904516
1.4;0.3;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.013962023688958651;-0.008048722173515986;-0.0269451458020458;-0.01148198616808419;0.006396695385778379;0.02437840535119309;-0.001361748358778824
1.6;0.3;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.01295200946742986;-0.002454633074746043;-0.02589128810384485;-0.03080103951840642;0.01036308339502513;0.02012461311108088;-0.004657435254770225
1.8;0.3;1.5;7.5;6;2.939044877110533;0.3463697604694068;0.012166442850685244;-0.001253986980169403;-0.02528572422473327;0.04782479014043466;0.009620533468615638;0.01435654690062683;0.007342774997991124
