 ALPHA_H ; BETA ; D_AGAP ; R_ROT_OUT ; TX_ROT ; TX_ST ; TY_ROT ; TY_ST ; TZ_ROT ; TZ_ST ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.8844981659952969E-04 ;    0.1497720315498597E-03 ;    0.1966771768145191E-03 ;    0.5485910528600237E-05 ;   -0.3513734849808213E-04 ;    0.3811028662421190E-05 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2025904389872427E-03 ;    0.1709339400831258E-03 ;   -0.1181844497147616E-03 ;   -0.4226045912176928E-05 ;   -0.2057348475848958E-04 ;    0.3553795603314331E-05 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2928808500794610E-03 ;    0.2386118995921153E-03 ;   -0.4385454561539482E-04 ;   -0.8835823798000897E-05 ;   -0.5426859914476499E-04 ;   -0.7568948415458045E-05 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2354549293950139E-03 ;    0.2685043089101033E-03 ;    0.1101164363685962E-03 ;   -0.2153112541431845E-04 ;    0.1719340884975258E-05 ;   -0.7413096312660529E-06 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2379607474414621E-03 ;    0.3053084857513115E-03 ;    0.3001350128376811E-04 ;   -0.7280808525475761E-05 ;   -0.2254665966848863E-04 ;    0.1019108266687829E-05 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.8286700116914181E-04 ;   -0.5358392163421210E-05 ;   -0.4644930459630157E-04 ;   -0.1933343617029238E-04 ;    0.1162220626393218E-03 ;    0.4734957669894872E-05 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2470219260882451E-03 ;    0.1464716568908639E-03 ;   -0.3859685115833646E-04 ;   -0.3971572183506477E-05 ;   -0.7800059358057476E-04 ;    0.2428704592750744E-05 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2831764177044083E-03 ;    0.2459808914120623E-03 ;    0.1783542218716551E-03 ;    0.5948697797514462E-06 ;    0.1535515199912289E-04 ;   -0.1709562756162245E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1548337222663490E-03 ;    0.3141014704287717E-03 ;    0.2655822889005324E-03 ;   -0.4675334558679048E-05 ;    0.4411321021471784E-05 ;    0.3804007084214223E-05 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2175558009965069E-03 ;    0.7633772640676896E-04 ;   -0.4348311372344161E-04 ;    0.3027465424581402E-05 ;    0.3127741350604954E-04 ;   -0.3977870681706416E-05 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.4340438035490760E-04 ;    0.9710068664079791E-04 ;    0.1580283160165128E-03 ;    0.1220103313563149E-04 ;    0.2565888032300923E-05 ;   -0.1594054218984465E-05 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.6762861885121344E-04 ;    0.8976696403301504E-04 ;    0.3946306063749932E-04 ;   -0.5736001686973836E-05 ;    0.1365492407667074E-04 ;    0.4236169796442118E-05 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.8629998161452089E-04 ;    0.9375070895048084E-04 ;    0.7348076199382514E-04 ;   -0.3706274988868388E-05 ;   -0.2015540573883076E-04 ;   -0.6618477211713637E-06 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.4905570821035964E-04 ;    0.9599551710529897E-04 ;   -0.2980856765355074E-04 ;   -0.6187530687045075E-05 ;    0.2127189537836014E-04 ;    0.4514276487652022E-06 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.6500533454814685E-04 ;    0.1516784962062690E-03 ;   -0.4056699580820211E-04 ;   -0.1548003921537807E-05 ;    0.1252196639363958E-04 ;   -0.6356162523900169E-05 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1562572408689656E-03 ;    0.1580101017638543E-03 ;   -0.6754388009947904E-04 ;   -0.1452913801622319E-04 ;    0.2507843139772528E-04 ;   -0.3136190020545142E-05 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1154725690958931E-03 ;    0.1957678445967026E-03 ;    0.1020978523463165E-04 ;    0.9055416373354635E-05 ;    0.2030778701158163E-04 ;    0.1584918120203866E-05 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.4169911834742739E-04 ;   -0.4025542172478687E-04 ;    0.1611511008823221E-03 ;    0.2855613408888227E-05 ;    0.2840090201644774E-04 ;    0.1055866117291666E-05 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1170207386790884E-03 ;    0.8254220046827171E-04 ;   -0.2937545643651825E-04 ;   -0.7668895716342067E-05 ;   -0.5403536086912821E-04 ;   -0.1949911014480479E-04 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1239853448005092E-03 ;    0.1491562494899636E-03 ;   -0.9027260404296925E-04 ;    0.2330585428117725E-04 ;    0.3886177080902118E-04 ;    0.1577421524260523E-06 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2400334476436751E-03 ;    0.1979389392001706E-03 ;    0.1188826572125681E-03 ;    0.1605384069830452E-04 ;    0.6875779070027340E-04 ;   -0.1910716221030515E-04 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1337045392826512E-03 ;    0.5548620605483656E-04 ;    0.5933227086913671E-04 ;   -0.1567885499221444E-05 ;    0.6251935254500488E-05 ;    0.6185153325161033E-06 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2527729049638643E-04 ;    0.5576408555089015E-04 ;    0.1620269696382076E-03 ;    0.8117898667224067E-06 ;    0.2638932806866656E-04 ;    0.2482813506082623E-05 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.8894449246463901E-04 ;    0.5691924245045471E-04 ;    0.5421814684647797E-04 ;    0.8112843114564022E-06 ;    0.1150926732276818E-04 ;   -0.5070214159658307E-06 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6200946496145757E-04 ;    0.5958182221995195E-04 ;    0.2225904158990593E-03 ;    0.5073747684241062E-05 ;    0.4925688424239384E-04 ;    0.2944288612504743E-05 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6722111734007512E-05 ;    0.6337810569649988E-04 ;   -0.9030727454349322E-04 ;   -0.5548881100709091E-05 ;    0.3099465535737592E-04 ;   -0.1741883449948371E-05 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.8782395943285352E-04 ;    0.8733219561498513E-04 ;    0.1362432528664118E-03 ;    0.9939519391267904E-05 ;   -0.1230600383134793E-04 ;    0.3834149971801434E-05 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.4537291719403928E-04 ;    0.1073239569965070E-03 ;    0.2107011054470546E-03 ;    0.1102774862750253E-04 ;    0.3285808384458973E-04 ;   -0.2744804924519156E-05 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.4229324859484456E-04 ;    0.1144045248482923E-03 ;   -0.6115816452535287E-04 ;   -0.6343614048908499E-05 ;    0.2162199978395821E-04 ;    0.1431569449592082E-05 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.9693684986958925E-04 ;   -0.4698495031120596E-04 ;    0.2268893352863423E-03 ;    0.5588918235471855E-05 ;    0.3352196909543851E-05 ;   -0.4079434504428014E-05 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6581886892001953E-04 ;    0.2554003597005399E-04 ;    0.1422987553588853E-03 ;    0.5025362819578370E-05 ;    0.1635056899413473E-04 ;   -0.2280467764854422E-05 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1442878856722839E-03 ;    0.9570077342330455E-04 ;   -0.9967155303450731E-04 ;    0.4448271818211136E-05 ;    0.9492795488457444E-05 ;    0.7105213362390451E-05 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.6763373479122387E-04 ;    0.1132905067455267E-03 ;   -0.4330955272655825E-04 ;   -0.7454671040205320E-05 ;   -0.1416538875889352E-04 ;    0.7357314315200197E-05 ;
