ALPHA_H;BETA;D_AGAP;R_ST_OUT;DX;DTHETA;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.4;0.1;1.25;7.5;0.5;45;0.3803155160042791;-0.01181812927820504;-0.03531331045565022;-0.3825965973311458;0.001986705828030051;0.002196168960210119
1.6;0.1;1.25;7.5;0.5;45;0.3834766306409214;-2.954157574447825E-4;-0.0300075624790041;-0.3787097685440324;6.965843732295231E-4;-0.00467916174311347
1.8;0.1;1.25;7.5;0.5;45;0.3678467194089667;-0.01542203953413326;0.04231726162545919;-0.3650932716351631;-1.906657004471452E-4;6.886226576794771E-4
2.0;0.1;1.25;7.5;0.5;45;0.3470865701115362;-0.003888704898857391;0.05834375122157831;-0.3511368663124147;0.002575835890364619;-0.001720698840278653
1.4;0.2;1.25;7.5;0.5;45;1.107759359839258;0.00350717457171956;0.05552319308353168;-1.085876187383218;-0.001397398373212018;-0.001285317122883406
1.6;0.2;1.25;7.5;0.5;45;1.075511095246608;-0.004195428959135995;-0.05558966004163971;-1.054324786100717;0.005477807660752311;-0.01155190382422587
1.8;0.2;1.25;7.5;0.5;45;0.9894404937528659;0.007654032338187742;0.01446316141150119;-1.01476333144669;-0.006234605652214155;-0.003169816071619081
2.0;0.2;1.25;7.5;0.5;45;0.9696965850249348;0.005036698467395205;0.0148298646106951;-0.9742021130528444;-0.003864826761147924;-0.00432361786322368
1.4;0.3;1.25;7.5;0.5;45;1.774313451244218;0.005610635945082499;-0.01536316710621903;-1.76569377986012;4.876234444938436E-4;0.001885906497315811
1.6;0.3;1.25;7.5;0.5;45;1.700558278344301;-0.006575009370792822;-0.03018437817218366;-1.678265345477014;0.003362850177511438;0.002396775948549864
1.8;0.3;1.25;7.5;0.5;45;1.622393026772184;0.007550319600333149;-0.04597259210205357;-1.591734737654421;-0.0102023345229831;-0.008173153196737424
2.0;0.3;1.25;7.5;0.5;45;1.517801626605009;-0.01694947628023344;-0.007881292696999498;-1.515792104855035;-5.874517568827051E-4;-0.005117068681667979
1.4;0.1;1.5;7.5;0.5;45;0.2345668573345246;9.602924436638645E-4;0.04438076352745589;-0.2481560101618342;-0.004469742854322778;0.002220006621232582
1.6;0.1;1.5;7.5;0.5;45;0.2601334720856557;-0.008502864877916213;-0.02046688730806886;-0.2433154838140883;-0.00113487154935201;8.545643634697437E-4
1.8;0.1;1.5;7.5;0.5;45;0.2458453065272827;0.003461060530999553;0.02030301414452785;-0.2310230484306908;9.687780800327947E-4;-0.001264513647112648
2.0;0.1;1.5;7.5;0.5;45;0.2297654061840373;-0.002998952383138676;0.0201562133366414;-0.2285787236276194;-4.807344606813758E-4;-0.002611919135926436
1.4;0.2;1.5;7.5;0.5;45;0.7344213838077159;0.01280414169185102;-4.488629046707493E-6;-0.7410964501556054;-0.002446123713745836;-0.005299685948765335
1.6;0.2;1.5;7.5;0.5;45;0.7170863932767917;0.02215703325951154;1.008543672847591E-4;-0.7206843216879936;-6.245446935650989E-4;-0.005494539199265754
1.8;0.2;1.5;7.5;0.5;45;0.6945205302494644;9.088465182375861E-4;-0.02374740906093931;-0.6895086489147291;-7.277756989656319E-4;0.003915157595316615
2.0;0.2;1.5;7.5;0.5;45;0.6722664138970353;0.005489161908196172;-0.04144858682926517;-0.6754274904074453;-3.858157564670534E-4;-8.339950690009754E-4
1.4;0.3;1.5;7.5;0.5;45;1.246253132566508;0.002441110326289403;-0.03185291592740709;-1.230730253961928;0.004634429899706488;-0.004507370946196548
1.6;0.3;1.5;7.5;0.5;45;1.189070001343314;0.0124879351909587;0.02910579543628625;-1.183040109379909;0.002205513080213237;-8.93439225624953E-4
1.8;0.3;1.5;7.5;0.5;45;1.113756591311436;-0.007242187089092079;-0.005868990105504508;-1.128395337474244;-0.01558802844783838;0.002887907185923308
2.0;0.3;1.5;7.5;0.5;45;1.11082303367409;0.002472479862189621;-0.02383940772234286;-1.084035526539137;-0.00471991617797589;6.53062167861562E-4
1.4;0.1;1.75;7.5;0.5;45;0.1587107821931283;-0.00151091008911258;-0.03517377373887985;-0.1586564373859859;0.001137787328612624;-0.00569335226952263
1.6;0.1;1.75;7.5;0.5;45;0.1532463890816172;-0.01275240576591599;0.01998840853230114;-0.1531373384956115;0.001260450250302344;-0.001636797140326225
1.8;0.1;1.75;7.5;0.5;45;0.1468664974171574;3.108590112961447E-4;0.04387008071672487;-0.151320733651842;-0.003161955162427505;-8.227225496900792E-5
2.0;0.1;1.75;7.5;0.5;45;0.1434236430248285;0.00724877577094309;0.01155979235464281;-0.1498407115753095;-0.002756116403476088;-4.390939407771686E-4
1.4;0.2;1.75;7.5;0.5;45;0.5105702751273719;-0.01267237114259291;0.04480888032270602;-0.5138865471411371;0.00172150869251803;2.478329729980909E-4
1.6;0.2;1.75;7.5;0.5;45;0.4923784087075799;-0.01003106370068281;-0.06236560103978931;-0.4950344972962304;-0.002401803237724073;-0.002145374909267903
1.8;0.2;1.75;7.5;0.5;45;0.4765709549681471;-2.266936873991515E-4;0.03431806510586591;-0.4816368296569518;8.06310983046788E-5;0.005525524523498564
2.0;0.2;1.75;7.5;0.5;45;0.4594208703779601;0.01879176792902298;-0.1110883791181552;-0.4691356842525475;1.987369155521789E-4;0.003255529520516616
1.4;0.3;1.75;7.5;0.5;45;0.8815880821377842;0.01151266705093204;0.02043044394541967;-0.8830555421050523;-6.012824176464364E-4;-0.002534830166567573
1.6;0.3;1.75;7.5;0.5;45;0.8683570903720312;-0.01761257396958185;0.01170307621862464;-0.8465124130438298;-0.002314584989172657;0.004321151876166153
1.8;0.3;1.75;7.5;0.5;45;0.8108467341464877;-5.428377823271399E-4;-0.02246123956476958;-0.8169975124255602;-0.007466717010561587;-0.007387433548800595
2.0;0.3;1.75;7.5;0.5;45;0.7794526071242449;-0.002829461716935502;0.02526961821543312;-0.7808796392289138;0.007285103253074019;-0.002772578726818344
1.4;0.1;2.0;7.5;0.5;45;0.07651466563697559;-0.007457715325028771;0.01010959717202714;-0.1090335512155253;-3.168548348228869E-4;0.001570297503913686
1.6;0.1;2.0;7.5;0.5;45;0.0989683472319646;-0.004539382561325408;-0.005402780699012059;-0.1034131375247646;-0.001280756760517247;-4.970327230591448E-5
1.8;0.1;2.0;7.5;0.5;45;0.08637335486721136;-4.041026480279204E-4;0.02837695219723785;-0.1019672353253685;-0.00134528800670784;-0.002000951393974129
2.0;0.1;2.0;7.5;0.5;45;0.08109197845607205;-0.01493814962612118;-0.04859216999470397;-0.09604879939777011;4.585057275164422E-4;-0.001908420716853468
1.4;0.2;2.0;7.5;0.5;45;0.3553002041558843;0.003743549783668566;-0.02991002128692438;-0.3624886057428193;-0.001831518901700118;-1.936481768163361E-4
1.6;0.2;2.0;7.5;0.5;45;0.3424934973719619;0.005726694223453181;-0.004199483243005678;-0.3508432658767338;-6.65797548355546E-4;2.402027097862317E-4
1.8;0.2;2.0;7.5;0.5;45;0.3572388786302991;1.377060095346071E-4;-0.02376990116463823;-0.341110067613617;0.001797643500857728;2.817306053857398E-5
2.0;0.2;2.0;7.5;0.5;45;0.3308812641260808;0.01273618222483518;0.03847427585317409;-0.3278687280417422;0.00126566015436161;3.458316908572927E-4
1.4;0.3;2.0;7.5;0.5;45;0.6352011314044982;-0.01461411205128604;0.00980594296426367;-0.6369165963263357;-1.798305344951475E-4;5.20167496808215E-4
1.6;0.3;2.0;7.5;0.5;45;0.6272569110616929;0.002158730720433023;-0.009244626648534123;-0.6172625604300539;-6.643576604449088E-4;-0.001804068782668954
1.8;0.3;2.0;7.5;0.5;45;0.598864577721488;0.002887825284362087;-0.0246070718479717;-0.5961561988901486;2.457582385065003E-4;-1.367518035881943E-4
2.0;0.3;2.0;7.5;0.5;45;0.5660718129904526;-0.00254873047952716;-0.03227292028999916;-0.5735908707756042;-0.002277699283063875;2.597444312976616E-4
