 ALPHA_H ; BETA ; D_AGAP ; R_ROT_OUT ; TX_ROT ; TX_ST ; TY_ROT ; TY_ST ; TZ_ROT ; TZ_ST ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.9160013263475945E-04 ;    0.1038965791489394E-03 ;    0.1078033250742360E-03 ;   -0.1516523126837049E-04 ;    0.3649569498671500E-04 ;    0.4601893422603101E-06 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1683369106741390E-03 ;    0.1966657803246662E-03 ;    0.1108008013240768E-03 ;   -0.5830696692247819E-05 ;    0.7165323878064561E-04 ;   -0.7737579017227747E-06 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.3140233086814177E-03 ;    0.2730706220578897E-03 ;   -0.5296485825114388E-04 ;   -0.1055490838718783E-04 ;    0.2218704796827585E-04 ;   -0.5561610456639069E-06 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1760702598947168E-03 ;    0.6024798621963075E-04 ;    0.1803277415665673E-03 ;    0.2874635584906268E-05 ;    0.7996700081015582E-06 ;   -0.2232671486794829E-06 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1042686884428413E-03 ;    0.6786112752056468E-04 ;   -0.6195283281276665E-05 ;   -0.1122664518860848E-05 ;   -0.5586916788698218E-05 ;    0.6972107990877139E-07 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2202139694278521E-04 ;    0.7114982829089194E-04 ;    0.9062681812737438E-04 ;    0.3374030863194570E-05 ;    0.3234474054479068E-04 ;   -0.1308800362001380E-07 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.7001877984652803E-04 ;    0.6980701919474976E-04 ;   -0.4929946359473339E-04 ;   -0.2328490314371777E-05 ;   -0.9674784179570860E-05 ;    0.8970906352558380E-07 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2673800151184095E-04 ;    0.7308998756488064E-04 ;    0.6291847995631633E-04 ;    0.3880268803506211E-05 ;   -0.2275159775179091E-05 ;    0.1975971291057175E-05 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.3386482475433473E-04 ;    0.1212787745014689E-03 ;   -0.6714314712968572E-04 ;    0.2069400248597080E-05 ;    0.4055853933121426E-04 ;    0.2260959474013701E-05 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.5407111010282560E-04 ;    0.1341803875379611E-03 ;   -0.5411582311811624E-04 ;   -0.5114780032152364E-05 ;   -0.1557031586038608E-04 ;   -0.1047077773693026E-05 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1498243996255663E-03 ;    0.1453928362290370E-03 ;   -0.2841385800025074E-03 ;   -0.4187487659724937E-06 ;    0.1780834339859756E-04 ;   -0.2127573413768501E-06 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1341295329050418E-03 ;   -0.4478579063262626E-04 ;    0.1544198074061386E-04 ;    0.1395501005633202E-05 ;   -0.3080475290975215E-05 ;    0.7684382208781852E-06 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1260324644338617E-03 ;    0.5709413934988326E-04 ;    0.1694059031090784E-04 ;    0.1794439627564990E-08 ;    0.3837264411819145E-04 ;    0.1392769035539423E-05 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.6960267472561935E-04 ;    0.1014016825234437E-03 ;    0.1336668855941101E-05 ;   -0.9832823953677273E-05 ;    0.3512359483621268E-04 ;   -0.1280817033657009E-05 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.5498985094950240E-05 ;    0.1414493258646170E-03 ;    0.9392799740753757E-04 ;    0.4735443737820297E-05 ;    0.3966342647186181E-04 ;    0.2951803420328998E-06 ;
