ALPHA_H;BETA;D_AGAP;R_ST_OUT;DZ;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
2.0;0.3;1.5;7.5;0.5;-0.004625125406724697;0.0204986642980682;-0.3803045002786366;-0.003110392527444481;0.001178910093412326;0.3638356021164805
1.4;0.1;1.75;7.5;0.5;0.003225014851187166;-0.0204229010294241;-0.04997710893373489;7.226890767930193E-4;0.001267021816893069;0.08570460244080698
1.6;0.1;1.75;7.5;0.5;-0.01046786211845192;-0.005990012627331703;-0.05783168434807293;7.646352721339842E-4;6.476685545910814E-4;0.08442364029777938
1.8;0.1;1.75;7.5;0.5;-0.01355707669470519;-0.01087509678999458;-0.04245992436102157;0.002202421244885707;8.32642782634351E-4;0.08216187154060474
2.0;0.1;1.75;7.5;0.5;0.01432799063601073;-7.239410656517025E-4;-0.04231607705386301;-3.546041477399504E-4;-0.001353420648273505;0.08187183609088372
1.4;0.2;1.75;7.5;0.5;-0.00212150424344821;0.01053691921108725;-0.1154112112471892;-0.006442278780761489;-0.002431484428503204;0.1805694204313361
1.6;0.2;1.75;7.5;0.5;0.01810655222032446;-0.02737064281801616;-0.2039265003101051;-4.727470251121059E-5;-3.600242657179967E-4;0.1939638775733339
1.8;0.2;1.75;7.5;0.5;6.793241583738529E-4;0.009584982977092612;-0.179566371670884;-0.00269953083438902;-2.477974907516708E-4;0.2029419011102501
2.0;0.2;1.75;7.5;0.5;0.009377882995957562;0.008323730569995124;-0.1403782847474356;8.08150475934322E-4;3.864713672158231E-4;0.1972602437754578
1.4;0.3;1.75;7.5;0.5;-0.01552921435170508;0.003878435419462778;-0.1968059269325318;-0.001238313845101169;0.001340823505452997;0.2319407855991099
1.6;0.3;1.75;7.5;0.5;0.003371356418561239;-0.009440299151587114;-0.1876497940794552;0.002617712313090841;-0.004700841263990879;0.2517022059534105
1.8;0.3;1.75;7.5;0.5;0.002665913288093007;0.006485130834646668;-0.2269015375487196;8.611469244779839E-4;0.001139813465639507;0.2479523761683295
2.0;0.3;1.75;7.5;0.5;0.01167715957576134;0.01367763986983685;-0.2365136145083095;-0.001687962213524997;0.003623154302888475;0.2516837886561873
1.4;0.1;2.0;7.5;0.5;0.01167366575976076;0.01363523285240849;0.02341406207168221;3.171912188737068E-4;9.2754759326632E-4;0.05176968224797082
1.6;0.1;2.0;7.5;0.5;-0.003206507662264868;-0.03023077675328827;0.03168260552518384;-4.981985224687233E-4;0.003900418932947948;0.05238755751357023
1.8;0.1;2.0;7.5;0.5;-0.02028367978854004;0.002526032034847116;0.01469886589167587;0.002430336839514155;8.024982783443617E-4;0.04943784428556704
2.0;0.1;2.0;7.5;0.5;0.007511758856151882;-0.005654096290725229;0.0729047124859227;-2.41427097845604E-4;3.200183438004388E-4;0.04971791560929224
1.4;0.2;2.0;7.5;0.5;-0.01592508793276449;0.006575090740139171;-0.103852708593894;-0.003392983549119953;0.001146748900054257;0.1185527743031689
1.6;0.2;2.0;7.5;0.5;-0.005776873311629125;-0.008767336224006932;-0.1053037056803078;-5.901257028592998E-4;-6.058747676106722E-4;0.1278375492429933
1.8;0.2;2.0;7.5;0.5;-0.004683895032644889;0.005595073737353865;-0.1333363322308647;-0.001417680029545687;5.023637172485588E-4;0.1298691301715804
2.0;0.2;2.0;7.5;0.5;0.005900051430048514;0.003612179814954381;-0.07826421012406674;0.001171715152371312;0.001254912563334587;0.1256934209706334
1.4;0.3;2.0;7.5;0.5;-0.002457255073475037;0.01228911441881864;-0.1610995554894122;-8.225814452517653E-5;0.001548300898058916;0.1567153296977729
1.6;0.3;2.0;7.5;0.5;-0.006721543658345933;-0.009298454210542963;-0.1556019949662463;0.001644988741015814;-0.001814245082803119;0.1674912304003213
1.8;0.3;2.0;7.5;0.5;0.02053061266234142;-1.636710759059855E-4;-0.1292097040509485;0.003137852868855633;0.002232190773965095;0.1715394166624346
2.0;0.3;2.0;7.5;0.5;-0.001924435601804247;0.02586803103693487;-0.1813139968893082;6.358879365172489E-4;-0.003892985731316579;0.1700074875716271
