 ALPHA_H ; BETA ; D_AGAP ; R_ROT_OUT ; TX_ROT ; TX_ST ; TY_ROT ; TY_ST ; TZ_ROT ; TZ_ST ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.3199561329357705E-03 ;    0.3578810349711350E-03 ;    0.6881676401379853E-04 ;   -0.9664955046608714E-06 ;    0.1421560974129816E-03 ;    0.2163699894334027E-05 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;   -0.3678235776160779E-03 ;    0.4610258497905097E-03 ;    0.5840076828915837E-04 ;   -0.1148926770979891E-04 ;    0.2195345999084752E-04 ;   -0.3191143193603625E-06 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2318061890683364E-04 ;    0.1184072149054665E-03 ;   -0.1950397516708978E-04 ;   -0.2775797214586585E-06 ;    0.1617117173394837E-04 ;    0.1622008059346740E-06 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1956500661796473E-03 ;    0.1184764720757990E-03 ;   -0.1657187459411509E-03 ;   -0.6066657966390810E-05 ;    0.5461376552466286E-05 ;    0.3819373150700572E-05 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2395143761474940E-03 ;    0.1199794773849872E-03 ;   -0.1090636953406671E-03 ;    0.8957441515138563E-06 ;    0.2924593021386784E-04 ;    0.8668504366332441E-06 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1724242422905289E-04 ;    0.1271690991138333E-03 ;   -0.1217812221664668E-03 ;    0.1119920463495840E-05 ;    0.2421640112935725E-04 ;    0.1106650198770029E-05 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1445796229302720E-03 ;    0.1272251701517831E-03 ;   -0.1073701640361079E-03 ;    0.5828605662820389E-05 ;   -0.3485746969783564E-04 ;   -0.5377967578422177E-06 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.7473182181570407E-04 ;    0.1921745536786887E-03 ;   -0.1234706964072420E-03 ;   -0.1618528671748333E-05 ;    0.3326440073936122E-04 ;    0.2266295529994104E-06 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1748295403632684E-03 ;    0.2323398041275026E-03 ;   -0.4771668769185527E-04 ;   -0.3662724713095477E-05 ;    0.2178672666373529E-04 ;   -0.2627898794347028E-05 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.2535291336658363E-03 ;    0.2625758570321785E-03 ;   -0.1141860875930002E-03 ;   -0.7738480946489554E-05 ;    0.2875412934409142E-04 ;   -0.2465800967158546E-05 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;    0.1968910319599760E-03 ;   -0.5536512193005404E-04 ;   -0.1575805071320325E-03 ;    0.3746968919757943E-05 ;   -0.2435708614558585E-04 ;    0.4669502208428937E-05 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1105323732799381E-03 ;    0.8595719518497229E-04 ;    0.9474054942789167E-04 ;    0.4803372552033318E-05 ;    0.4166222886286897E-04 ;    0.1542677107858024E-05 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1855086318324701E-03 ;    0.1848514241110465E-03 ;   -0.6781099020790012E-04 ;   -0.8989060992292446E-05 ;    0.4764488102676614E-05 ;    0.1796096075341938E-06 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1750000000000000E+01 ;    0.7500000000000000E+01 ;   -0.3922348818626021E-04 ;    0.2581984438543483E-03 ;   -0.2323758778348783E-04 ;    0.3417930874488091E-05 ;   -0.1866175116131333E-05 ;    0.4802187521296025E-05 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.9939418306121201E-04 ;    0.6549088955221699E-04 ;    0.1036701161090613E-03 ;   -0.6831355069401599E-05 ;    0.3701614057364210E-04 ;   -0.3222876192214300E-06 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1386275371763748E-03 ;    0.7230382746629092E-04 ;   -0.2157459847988402E-04 ;    0.3714034608063360E-05 ;   -0.3162189200456330E-04 ;    0.1398147067921104E-06 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1813401193054162E-03 ;    0.6834417245612248E-04 ;    0.1106394444545188E-03 ;    0.1680021981716811E-05 ;    0.3413398231219134E-04 ;   -0.5982824570242085E-06 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1021235676791605E-04 ;    0.7354461370744425E-04 ;    0.3627328748257131E-04 ;   -0.2408899346251896E-06 ;    0.2688075376963469E-04 ;    0.3011072222357982E-07 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1574494118042572E-03 ;    0.7200297638663314E-04 ;   -0.6412374615536568E-04 ;    0.1969904669612976E-06 ;   -0.2442543055329628E-05 ;   -0.6672722856672270E-06 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.2750152321562128E-05 ;    0.1097497328390544E-03 ;    0.1063479321396206E-03 ;   -0.4423832219072044E-05 ;    0.7089988286771243E-05 ;    0.2350477738496281E-06 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1133175810975001E-03 ;    0.1252214204596968E-03 ;   -0.7906942520427733E-04 ;   -0.2707763701952500E-05 ;    0.1509036124704033E-05 ;    0.2683878964137383E-05 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.1475667254656273E-03 ;    0.1471208927488185E-03 ;   -0.7916399097982001E-04 ;   -0.3283879948598490E-07 ;   -0.1369320071419108E-04 ;   -0.1292051973958637E-05 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.6979769296931645E-04 ;   -0.5036451758540641E-04 ;   -0.3218568433825135E-04 ;    0.8410263769687425E-05 ;    0.7138150505275168E-04 ;   -0.5541228586650755E-06 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.8224205183939819E-04 ;    0.3369906311293361E-04 ;   -0.7924375588765069E-04 ;   -0.2475922713453530E-05 ;   -0.2996052400493417E-04 ;    0.8868029711799623E-06 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.8183539471534548E-04 ;    0.1044221057110730E-03 ;   -0.9448205055939765E-04 ;    0.5319567778237128E-06 ;    0.7131673080373126E-04 ;    0.2369251254960040E-05 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;   -0.9575533843031950E-04 ;    0.1575879822122701E-03 ;   -0.2350402127467249E-03 ;    0.1789591975876929E-04 ;   -0.2442146866080333E-04 ;    0.1349811547417380E-05 ;
