ALPHA_H;BETA;D_AGAP;R_ST_OUT;DX;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.4;0.1;1.5;7.5;0.5;0.2738602543230929;-0.02141880764527814;0.0215114724346038;-0.2697005131837966;0.001532019067153453;-0.003814184719314882
1.6;0.1;1.5;7.5;0.5;0.25457382639905;-0.01187299349131122;-0.04777642811075782;-0.2352915244929776;0.00306197500009723;-0.01410093724364624
1.8;0.1;1.5;7.5;0.5;0.2312237182707803;-0.003857488229198367;-0.09817540445639807;-0.2129435154661873;-0.002527536320866463;-0.009392443870649143
2.0;0.1;1.5;7.5;0.5;0.1992160697189787;-0.01841885036330104;0.04878038672569479;-0.1901926265582194;4.856121612437812E-4;0.007380503903747106
1.4;0.2;1.5;7.5;0.5;0.7205958565659284;-0.005895661987203397;0.007075616137220912;-0.7088484209807193;1.825559372843687E-4;0.002801820580146179
1.6;0.2;1.5;7.5;0.5;0.641531143057346;0.005680821162948165;-0.02870674317285935;-0.617716565172898;-0.001905436735571849;0.004316722021249988
1.8;0.2;1.5;7.5;0.5;0.546190717044209;-0.00116360837636444;0.02401857551629317;-0.5397037358063755;-2.990092984303389E-4;-0.002476161787013688
2.0;0.2;1.5;7.5;0.5;0.4850436816051458;-0.01166271996604131;0.02226770809577083;-0.4772881259132994;8.335816326308487E-5;0.002049732533279312
1.4;0.3;1.5;7.5;0.5;1.109548148960752;0.009193996451036166;0.002086078898109739;-1.097525257210524;2.392714634642318E-4;0.00136222992013401
1.6;0.3;1.5;7.5;0.5;0.9461101144127559;-0.001136802288544109;0.009938927253771386;-0.9315540818091884;-5.005459188193763E-4;-1.827362295572081E-4
1.8;0.3;1.5;7.5;0.5;0.7963882937807847;0.00882850007964701;0.003570023523844297;-0.7972261585567973;-0.003101928511898568;-0.005475695223202534
2.0;0.3;1.5;7.5;0.5;0.6758136304422261;0.001511502022457324;0.02585045230284348;-0.6802091236446313;-0.002092198446648763;-0.01506913866092765
1.4;0.4;1.5;7.5;0.5;1.453738716623545;-0.0083979028748672;-0.01751492879376482;-1.456218596293031;0.003430146161482056;-0.002973156617082949
1.6;0.4;1.5;7.5;0.5;1.213984203721465;-0.007635187724918136;0.005772043709913351;-1.217071658084746;-0.005630846135106019;-0.003282066990049111
1.8;0.4;1.5;7.5;0.5;1.020373906606714;-0.003958286412941174;-0.02897679775580915;-1.027217574120734;-0.002262181034076787;0.001816863657548949
2.0;0.4;1.5;7.5;0.5;0.8775324092281565;0.01208025376466224;-0.01426963809087121;-0.8703243104207024;-9.529693395621975E-4;-0.004464171769746815
