ALPHA_H;BETA;D_AGAP;R_ST_OUT;JF_RMS;IF_HAT;A_CU;P_CU_TOT;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
2.0;0.3;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.1446081508395165;-0.07080313304830826;-0.1064898819387972;-0.02077875218813823;0.0479765600302365;0.08097177878577683;0.001921090623376845
1.4;0.4;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.20874303987963208;-0.1139915357912125;-0.1819248183669898;0.01249845911027733;0.08055249710211114;0.1339195107703321;0.003019200556656798
1.6;0.4;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.1918654375006543;-0.1234964530722904;-0.1750883182077061;0.016615485660906;0.07396062001945314;0.1252204092126875;-0.002232257061828182
1.8;0.4;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.178738413428116;-0.1062575922446097;-0.1642313561398776;0.01628168277750412;0.0715467459136915;0.1182041724465142;0.002437697382768451
2.0;0.4;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.16823679417008544;-0.09532868842694907;-0.1640623608883899;0.01048903620810195;0.06123119795335701;0.1140497599895797;0.00846498589954817
1.4;0.5;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.24249824463758765;-0.1427953600261175;-0.2209737718587614;-0.007767752462921143;0.1035535549118818;0.1732486048685996;0.003295435325134619
1.6;0.5;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.22140124166386538;-0.1312988105586675;-0.1995566087366917;0.003904525308079635;0.09375635265523842;0.1572264238153225;-5.085416522614356E-4
1.8;0.5;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.20499246157319256;-0.1304468806895873;-0.2041692622191338;-0.007333862152836429;0.08806187578461418;0.1422483429896795;3.300889333778127E-4
2.0;0.5;2.0;7.5;10;22.100494615454434;1.5627409610164609;0.1918654375006543;-0.1219856678732196;-0.1665456792093075;0.002024178645520819;0.08488756531979016;0.1378231105565222;0.005247794422775677
1.4;0.1;2.5;7.5;10;30.92930045410247;2.187031808845202;0.18504164095495304;-0.01865837232923503;-0.06893297952288517;-0.03494765615740868;0.01696687821281493;0.02900216732401687;7.626575845943379E-4
1.6;0.1;2.5;7.5;10;30.92930045410247;2.187031808845202;0.17913665507107102;-0.02576544565041448;-0.05788505498808055;0.01859314878827469;0.01575023298373855;0.03085635670376659;-0.004485252363423725
1.8;0.1;2.5;7.5;10;30.92930045410247;2.187031808845202;0.17454388827249612;-0.00949817765904398;-0.05885435325153469;-0.09671928494404071;0.01566565538341202;0.03018681453405561;-0.004736348807210575
2.0;0.1;2.5;7.5;10;30.92930045410247;2.187031808845202;0.17086967483363613;-2.946206772072703E-4;-0.0834046809983159;-0.1003399015388639;0.01513625640884687;0.03155843897980418;0.01046829690252799
1.4;0.2;2.5;7.5;10;30.92930045410247;2.187031808845202;0.23228152802600946;-0.04409518350224536;-0.09298737562361169;-0.02460106856764164;0.03740948454002112;0.0610479988351238;-0.0011331400778324
1.6;0.2;2.5;7.5;10;30.92930045410247;2.187031808845202;0.22047155625824535;-0.05537706755192014;-0.08548470131856949;-0.003362947827739308;0.03578383184150565;0.05911424977036787;-0.001090226138773516
1.8;0.2;2.5;7.5;10;30.92930045410247;2.187031808845202;0.21128602266109547;-0.03886799478667816;-0.08728147930960095;0.004295351671245925;0.03346651349960032;0.05640183794454941;0.00161596368585557
2.0;0.2;2.5;7.5;10;30.92930045410247;2.187031808845202;0.20393759578337559;-0.04861319297202485;-0.07461150562860595;2.931971292678723E-4;0.03200765655327105;0.05569989261876823;-5.20841201669841E-4
1.4;0.3;2.5;7.5;10;30.92930045410247;2.187031808845202;0.27952141509706585;-0.08325083069735456;-0.1480588985628785;-0.01731215595202299;0.06136807422579926;0.1016401881512246;-0.003014610446896276
1.6;0.3;2.5;7.5;10;30.92930045410247;2.187031808845202;0.26180645744541964;-0.08048617082701091;-0.1303371728749335;-0.00822381561174828;0.05770051968842935;0.09573896650378523;0.001834360508274514
1.8;0.3;2.5;7.5;10;30.92930045410247;2.187031808845202;0.2480281570496949;-0.0842429244896877;-0.1301452923949986;-0.0170001549169948;0.05414388970328424;0.09292267208606916;-4.817546605857329E-4
2.0;0.3;2.5;7.5;10;30.92930045410247;2.187031808845202;0.23700551673311507;-0.07545786140447915;-0.1204359374182673;-0.01518986721049263;0.05317061875052807;0.08691685763324833;-0.001578327397167503
1.4;0.4;2.5;7.5;10;30.92930045410247;2.187031808845202;0.3267613021681222;-0.1156435337475573;-0.1822746524406703;0.002659536757697356;0.08516443003185549;0.1466191149320469;0.001975277785298183
1.6;0.4;2.5;7.5;10;30.92930045410247;2.187031808845202;0.303141358632594;-0.110129914798914;-0.1762811500042047;0.01032211618206496;0.07840411104262505;0.1330203447750636;-0.001511269694432061
1.8;0.4;2.5;7.5;10;30.92930045410247;2.187031808845202;0.28477029143829424;-0.1030964910405753;-0.1659125147648461;0.007361367314412977;0.07361731417852738;0.127629628688125;2.620078492930101E-5
2.0;0.4;2.5;7.5;10;30.92930045410247;2.187031808845202;0.2700734376828545;-0.09944317535109728;-0.1589612373637593;0.01103699745845442;0.07166265462468184;0.1186813548229844;0.00453057068632117
1.4;0.5;2.5;7.5;10;30.92930045410247;2.187031808845202;0.3740011892391785;-0.1472799194977403;-0.2467910297330684;0.0128740200619995;0.1103605295363947;0.1885969576070664;0.00108637930054943
1.6;0.5;2.5;7.5;10;30.92930045410247;2.187031808845202;0.3444762598197683;-0.1348504521741544;-0.240338156954073;-0.007340982315633269;0.1040197778328138;0.1719881222085765;6.885742504218915E-4
1.8;0.5;2.5;7.5;10;30.92930045410247;2.187031808845202;0.3215124258268937;-0.1160708838007637;-0.2253598482203783;-0.008894524856357743;0.09297312924262503;0.1596217048155859;-0.001153010271071576
2.0;0.5;2.5;7.5;10;30.92930045410247;2.187031808845202;0.303141358632594;-0.1128430077815897;-0.2065244611960431;0.01586114939607877;0.09143780958560623;0.1539744171366845;-0.001800482135713441
1.4;0.1;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.27185715051081205;-0.01645463973490719;-0.05254140771769134;-0.05641828941586255;0.01499603575912343;0.02445846091515973;-5.325394991493572E-5
1.6;0.1;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.2645493226766155;-0.02815769968291873;-0.04710740301670292;-0.07238109378691016;0.01539436305807321;0.02619933462885192;-0.001335588653936957
1.8;0.1;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.25886545658335147;-0.01707320276832695;-0.04610317022460864;0.02366656066297528;0.01399905508698248;0.02425426358387165;-0.002281943884723929
2.0;0.1;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.25431836370874034;-0.03078359346892271;-0.0567750974953897;0.0140939589698572;0.01375212932709879;0.02505364192806623;0.002267566442124577
1.4;0.2;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.33031977318438455;-0.0354080094898664;-0.0641861857683465;-0.001361806452330016;0.03342565617841191;0.05743075846425619;-2.937592044810844E-4
1.6;0.2;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.31570411751599153;-0.04590570999694232;-0.07075492705200513;-0.003220260432700188;0.03138066130071058;0.05404305739338574;-0.001006754272968523
1.8;0.2;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.3043363853294635;-0.02406243931126265;-0.07155687245261348;0.0214551978855471;0.02951102492569611;0.05162720780774607;-7.085609215988974E-4
2.0;0.2;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.2952421995802411;-0.03452509692237239;-0.06690453160482296;0.03785882648554979;0.02916278555028493;0.04956740827479313;0.002307664101369652
1.4;0.3;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.3887823958579572;-0.0735947286878417;-0.1214139537569004;-0.003695853769972547;0.05641738216804569;0.09621854601113773;-6.94936228953553E-4
1.6;0.3;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.36685891235536744;-0.06532465728093505;-0.1213334345897665;-0.01252555446127114;0.05303520804608305;0.0913207010960336;-0.001189510821363473
1.8;0.3;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.34980731407557547;-0.0671080497286431;-0.1027808614058263;-0.06297278614294803;0.04999861923822439;0.08413548629894982;-1.628238310240715E-4
2.0;0.3;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.33616603545174195;-0.06373075078391828;-0.1066333150444553;0.00400861215099064;0.04635542333889131;0.08050017111437849;7.224323599266984E-4
1.4;0.4;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.44724501853152965;-0.0901124176447509;-0.1547619751618595;0.0086353089627061;0.07910797114976288;0.139699042142085;8.903098279435689E-5
1.6;0.4;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.4180137071947433;-0.09853660781117482;-0.1586080776279439;0.01084410119915847;0.07500442932758788;0.1322396113607894;1.791175506160688E-4
1.8;0.4;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.3952782428216875;-0.08916541581993055;-0.1579138543022032;-0.04487344523038413;0.07004825864641234;0.1207166020177563;-0.00158247748062003
2.0;0.4;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.3770898713232426;-0.08952209754311617;-0.1394828725304699;-0.008075040565919126;0.0648677209688558;0.1105008693339562;-0.001693119492206788
1.4;0.5;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.5057076412051024;-0.1294165832463344;-0.2171635795184295;-0.004670720650687169;0.1035440577948043;0.1793680465457276;-0.001381691204532244
1.6;0.5;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.4691685020341194;-0.1073673524074025;-0.2058611009387865;0.006994529084872566;0.0945874696353856;0.1666649858475654;-1.542669080274877E-4
1.8;0.5;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.44074917156779947;-0.1288706675491913;-0.1873732054650677;-0.03280494945463619;0.08937827624630267;0.153425671829471;-9.392884542568179E-5
2.0;0.5;3.0;7.5;10;38.27714531336439;2.7066029015542834;0.4180137071947433;-0.1145862334928258;-0.1738501037485799;0.01384152635789384;0.08203878463906802;0.1438942252379259;0.0016029855239138
