ALPHA_H;BETA;D_AGAP;R_ST_OUT;DX;DTHETA;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.4;0.1;3.0;7.5;0.5;45;0.04098151179234717;-0.02026251947781764;0.07249004405199437;-0.02713849624877434;4.857985076971351E-4;-4.341711148358429E-4
1.6;0.1;3.0;7.5;0.5;45;0.03385957121957992;-0.01346805345764747;0.04268637227812562;-0.02598678798293817;0.001108066985789954;0.00138106346796766
1.8;0.1;3.0;7.5;0.5;45;0.02654118146048428;-0.02650258831401809;0.03254340720754709;-0.02514349848338416;0.001818073869412053;7.73912116638191E-5
2.0;0.1;3.0;7.5;0.5;45;0.03003045102049379;-0.02023597715159456;-0.01194896863011479;-0.02479049113323769;9.743800785897875E-4;3.473840254616226E-4
1.4;0.2;3.0;7.5;0.5;45;0.09596954267737577;0.01407292500466584;0.03309103137326822;-0.1069970650296588;-0.001288852433014828;0.001283646137217524
1.6;0.2;3.0;7.5;0.5;45;0.1101972077236467;0.01592848203166718;0.03944010689726631;-0.10215408553866;-5.983434608027227E-4;-4.694712283314024E-5
1.8;0.2;3.0;7.5;0.5;45;0.1056436581614646;0.02083492871192486;0.00960835638733828;-0.09872358315439043;-9.664656250917237E-4;7.432764970640752E-4
2.0;0.2;3.0;7.5;0.5;45;0.09023913496702786;0.02078854579496327;-0.01261522121449556;-0.09578650887278739;-8.093481803283426E-4;-6.6420804948067E-5
1.4;0.3;3.0;7.5;0.5;45;0.2074769972704696;0.004447492342007071;0.008069888414600363;-0.2107191670049002;5.117953207559394E-4;1.962021045840865E-4
1.6;0.3;3.0;7.5;0.5;45;0.1994547049964865;0.003426769726674646;-0.004905526008617179;-0.201614844124528;2.173286542503966E-4;-5.927768046514353E-4
1.8;0.3;3.0;7.5;0.5;45;0.1956478116668737;0.002223856396897463;-0.01471314478052423;-0.1929034281115913;-7.19851874848111E-4;7.555261877495366E-4
2.0;0.3;3.0;7.5;0.5;45;0.1898526682690699;0.001187953836843845;-1.050664061239496E-4;-0.1877282443547052;2.892157502589732E-4;5.511339635323865E-4
1.4;0.4;3.0;7.5;0.5;45;0.3213590874031883;-0.006587979547772104;0.003473627821040569;-0.3213421639583093;-0.001640556446741726;0.002968110569526395
1.6;0.4;3.0;7.5;0.5;45;0.2951476274190627;-0.008760606279415885;-0.0286406113299807;-0.3054654837564917;0.001092242313475799;-2.596659452956435E-4
1.8;0.4;3.0;7.5;0.5;45;0.2981439583540188;-4.760132493374664E-4;0.007938171200773654;-0.2926932157373008;7.27899026590367E-4;-6.493840174931972E-4
2.0;0.4;3.0;7.5;0.5;45;0.2819171903119745;-0.002703894484507008;-0.02518877493926674;-0.279489374791749;-1.497436826267328E-4;0.002579302010084345
1.4;0.5;3.0;7.5;0.5;45;0.4122658544142805;0.009749528642770717;0.008991774070816519;-0.4280559051960274;-2.096099192154927E-4;-8.700360433385552E-4
1.6;0.5;3.0;7.5;0.5;45;0.418643356133475;-0.002311562999876183;0.03869643607982804;-0.4102967920778199;9.806257685553979E-4;-0.005046772887048277
1.8;0.5;3.0;7.5;0.5;45;0.368492446811007;0.01128515995800528;0.01040167520087257;-0.3868695722106395;1.62931657887179E-4;-5.573361036235022E-4
2.0;0.5;3.0;7.5;0.5;45;0.366621188988317;-0.01442737050841167;-0.02634900959060064;-0.3684217315646481;0.001642237835714304;0.001631102823589171
