 ALPHA_H ; BETA ; D_AGAP ; R_ROT_OUT ; JT_RMS ; V_FE_ST ; V_FE_ROT ; V_PM ; V_COIL ; IT_HAT ; P_CU_TOT ; A_CU ; TZ_ROT ; TZ_ST ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4043173977253137E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.1014140169549972E+03 ;    0.1179072779742028E+02 ;    0.6815021939375818E-01 ;    0.8337303580680603E+00 ;    0.2268272019428960E-03 ;   -0.4583665452391474E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3638856579527823E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.9516103926948678E+02 ;    0.1179072779742028E+02 ;    0.6394821838909513E-01 ;    0.8337303580680603E+00 ;    0.1840189725713328E-03 ;   -0.4384887523808300E-04 ;
    0.1400000000000000E+01 ;    0.4000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.6931155389576806E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.1460781432800719E+03 ;    0.1179072779742028E+02 ;    0.9816451228420835E-01 ;    0.8337303580680603E+00 ;    0.3366281982031616E-03 ;   -0.1382706330540274E-03 ;
    0.1600000000000000E+01 ;    0.4000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.6064760965879705E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.1326789053825495E+03 ;    0.1179072779742028E+02 ;    0.8916022441707330E-01 ;    0.8337303580680603E+00 ;    0.3388521331164434E-03 ;   -0.1123707884730989E-03 ;
    0.1800000000000000E+01 ;    0.4000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.5390898636337515E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.1222572759066987E+03 ;    0.1179072779742028E+02 ;    0.8215688940930158E-01 ;    0.8337303580680603E+00 ;    0.3104505838734881E-03 ;   -0.1045258241304187E-03 ;
    0.2000000000000000E+01 ;    0.4000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4851808772703762E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.1139199723260181E+03 ;    0.1179072779742028E+02 ;    0.7655422140308422E-01 ;    0.8337303580680603E+00 ;    0.2674807859360703E-03 ;   -0.7676397722244779E-04 ;
    0.1400000000000000E+01 ;    0.5000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.8663944236971005E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.1728766190751167E+03 ;    0.1179072779742028E+02 ;    0.1161730880184785E+00 ;    0.8337303580680603E+00 ;    0.4630340934581820E-03 ;   -0.2020660959475522E-03 ;
    0.1600000000000000E+01 ;    0.5000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7580951207349629E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.1561275717032137E+03 ;    0.1179072779742028E+02 ;    0.1049177281845596E+00 ;    0.8337303580680603E+00 ;    0.3934834091055254E-03 ;   -0.1733766232933359E-03 ;
    0.1800000000000000E+01 ;    0.5000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.6738623295421893E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.1431005348584002E+03 ;    0.1179072779742028E+02 ;    0.9616355942484500E-01 ;    0.8337303580680603E+00 ;    0.3024080181786052E-03 ;   -0.1594187997054863E-03 ;
    0.2000000000000000E+01 ;    0.5000000000000000E+00 ;    0.1500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.6064760965879704E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.1326789053825495E+03 ;    0.1179072779742028E+02 ;    0.8916022441707329E-01 ;    0.8337303580680603E+00 ;    0.3426332028866812E-03 ;   -0.1314900934918359E-03 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1473866375944493E+02 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.1599366452466746E+03 ;    0.2210049461545443E+02 ;    0.1074774256057654E+00 ;    0.1562740961016461E+01 ;    0.1105630162279343E-03 ;   -0.1051097231954348E-04 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1289633078951432E+02 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.1536577753140192E+03 ;    0.2210049461545443E+02 ;    0.1032580250110209E+00 ;    0.1562740961016461E+01 ;    0.1184105139443787E-03 ;   -0.7859293029563080E-05 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1146340514623495E+02 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.1487742098108427E+03 ;    0.2210049461545443E+02 ;    0.9997626899288635E-01 ;    0.1562740961016461E+01 ;    0.9129327939060057E-04 ;   -0.8066140828526744E-05 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1031706463161145E+02 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.1448673574083016E+03 ;    0.2210049461545443E+02 ;    0.9735086417837870E-01 ;    0.1562740961016461E+01 ;    0.9464763467991944E-04 ;   -0.8498905120710141E-05 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2947732751888987E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.2101676047079180E+03 ;    0.2210049461545443E+02 ;    0.1412326303637209E+00 ;    0.1562740961016461E+01 ;    0.2443653554859462E-03 ;   -0.3017029712610989E-04 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2579266157902863E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.1976098648426072E+03 ;    0.2210049461545443E+02 ;    0.1327938291742321E+00 ;    0.1562740961016461E+01 ;    0.2284406087247616E-03 ;   -0.2778942645358544E-04 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2292681029246990E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.1878427338362542E+03 ;    0.2210049461545443E+02 ;    0.1262303171379629E+00 ;    0.1562740961016461E+01 ;    0.2186420733674420E-03 ;   -0.2429396249948487E-04 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2063412926322290E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.1800290290311719E+03 ;    0.2210049461545443E+02 ;    0.1209795075089476E+00 ;    0.1562740961016461E+01 ;    0.1918704510298090E-03 ;   -0.1887424772819919E-04 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4421599127833480E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.2603985641691614E+03 ;    0.2210049461545443E+02 ;    0.1749878351216765E+00 ;    0.1562740961016461E+01 ;    0.3433507981189116E-03 ;   -0.7719196936634460E-04 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3868899236854296E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.2415619543711951E+03 ;    0.2210049461545443E+02 ;    0.1623296333374432E+00 ;    0.1562740961016461E+01 ;    0.3326739907772041E-03 ;   -0.6437975844708103E-04 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3439021543870485E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.2269112578616658E+03 ;    0.2210049461545443E+02 ;    0.1524843652830395E+00 ;    0.1562740961016461E+01 ;    0.2926431204344213E-03 ;   -0.5126591298870161E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3095119389483436E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.2151907006540424E+03 ;    0.2210049461545443E+02 ;    0.1446081508395165E+00 ;    0.1562740961016461E+01 ;    0.3184031431734692E-03 ;   -0.4611127524435530E-04 ;
    0.1400000000000000E+01 ;    0.4000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.5895465503777973E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.3106295236304048E+03 ;    0.2210049461545443E+02 ;    0.2087430398796321E+00 ;    0.1562740961016461E+01 ;    0.5023649439148302E-03 ;   -0.1260343994852349E-03 ;
    0.1600000000000000E+01 ;    0.4000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.5158532315805726E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.2855140438997831E+03 ;    0.2210049461545443E+02 ;    0.1918654375006543E+00 ;    0.1562740961016461E+01 ;    0.4617646070985199E-03 ;   -0.1168355013489866E-03 ;
    0.1800000000000000E+01 ;    0.4000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4585362058493979E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.2659797818870773E+03 ;    0.2210049461545443E+02 ;    0.1787384134281160E+00 ;    0.1562740961016461E+01 ;    0.4074608038465254E-03 ;   -0.9894845945803970E-04 ;
    0.2000000000000000E+01 ;    0.4000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4126825852644581E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.2503523722769127E+03 ;    0.2210049461545443E+02 ;    0.1682367941700854E+00 ;    0.1562740961016461E+01 ;    0.3867897310390462E-03 ;   -0.8785749303889671E-04 ;
    0.1400000000000000E+01 ;    0.5000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7369331879722466E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.3608604830916481E+03 ;    0.2210049461545443E+02 ;    0.2424982446375877E+00 ;    0.1562740961016461E+01 ;    0.6142961476077128E-03 ;   -0.2062365547372163E-03 ;
    0.1600000000000000E+01 ;    0.5000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.6448165394757157E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.3294661334283710E+03 ;    0.2210049461545443E+02 ;    0.2214012416638654E+00 ;    0.1562740961016461E+01 ;    0.6056345770590210E-03 ;   -0.1701407367525135E-03 ;
    0.1800000000000000E+01 ;    0.5000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.5731702573117473E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.3050483059124888E+03 ;    0.2210049461545443E+02 ;    0.2049924615731926E+00 ;    0.1562740961016461E+01 ;    0.5685512408378590E-03 ;   -0.1296637686333782E-03 ;
    0.2000000000000000E+01 ;    0.5000000000000000E+00 ;    0.2000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.5158532315805726E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.2855140438997831E+03 ;    0.2210049461545443E+02 ;    0.1918654375006543E+00 ;    0.1562740961016461E+01 ;    0.5259744554689412E-03 ;   -0.1317990430111881E-03 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1214943904494785E+02 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.2753595847543943E+03 ;    0.3092930045410247E+02 ;    0.1850416409549530E+00 ;    0.2187031808845202E+01 ;    0.9585158603822763E-04 ;   -0.1080029300840166E-04 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1063075916432937E+02 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.2665724033795698E+03 ;    0.3092930045410247E+02 ;    0.1791366550710710E+00 ;    0.2187031808845202E+01 ;    0.7496472196482039E-04 ;   -0.1124197694894173E-04 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.9449563701626104E+01 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.2597379289769286E+03 ;    0.3092930045410247E+02 ;    0.1745438882724961E+00 ;    0.2187031808845202E+01 ;    0.1118973623874065E-03 ;   -0.9782742604590752E-05 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.8504607331463493E+01 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.2542703494548156E+03 ;    0.3092930045410247E+02 ;    0.1708696748336361E+00 ;    0.2187031808845202E+01 ;    0.8875593325188876E-04 ;   -0.9724034066245103E-05 ;
    0.1400000000000000E+01 ;    0.2000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2429887808989570E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.3456570357529902E+03 ;    0.3092930045410247E+02 ;    0.2322815280260094E+00 ;    0.2187031808845202E+01 ;    0.2080006597442475E-03 ;   -0.3890874085302614E-04 ;
    0.1600000000000000E+01 ;    0.2000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2126151832865874E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.3280826730033411E+03 ;    0.3092930045410247E+02 ;    0.2204715562582454E+00 ;    0.2187031808845202E+01 ;    0.1927287842479328E-03 ;   -0.3589029818504230E-04 ;
    0.1800000000000000E+01 ;    0.2000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1889912740325221E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.3144137241980586E+03 ;    0.3092930045410247E+02 ;    0.2112860226610955E+00 ;    0.2187031808845202E+01 ;    0.1599955116348006E-03 ;   -0.3140861068958298E-04 ;
    0.2000000000000000E+01 ;    0.2000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.1700921466292699E+02 ;    0.1642504573311007E+03 ;    0.9601996007894957E+02 ;    0.3034785651538326E+03 ;    0.3092930045410247E+02 ;    0.2039375957833756E+00 ;    0.2187031808845202E+01 ;    0.1772717776351174E-03 ;   -0.2757914895909024E-04 ;
    0.1400000000000000E+01 ;    0.3000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3644831713484354E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.4159544867515859E+03 ;    0.3092930045410247E+02 ;    0.2795214150970659E+00 ;    0.2187031808845202E+01 ;    0.3372137982217403E-03 ;   -0.9180661718631678E-04 ;
    0.1600000000000000E+01 ;    0.3000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3189227749298811E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.3895929426271125E+03 ;    0.3092930045410247E+02 ;    0.2618064574454196E+00 ;    0.2187031808845202E+01 ;    0.2965594289827741E-03 ;   -0.7922331107832329E-04 ;
    0.1800000000000000E+01 ;    0.3000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2834869110487832E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.3690895194191888E+03 ;    0.3092930045410247E+02 ;    0.2480281570496949E+00 ;    0.2187031808845202E+01 ;    0.2947787919356331E-03 ;   -0.7031004809740087E-04 ;
    0.2000000000000000E+01 ;    0.3000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.2551382199439048E+02 ;    0.2463756859966511E+03 ;    0.1440299401184244E+03 ;    0.3526867808528497E+03 ;    0.3092930045410247E+02 ;    0.2370055167331151E+00 ;    0.2187031808845202E+01 ;    0.2655838774719980E-03 ;   -0.6094787257346268E-04 ;
    0.1400000000000000E+01 ;    0.4000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4859775617979140E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.4862519377501816E+03 ;    0.3092930045410247E+02 ;    0.3267613021681222E+00 ;    0.2187031808845202E+01 ;    0.4407895793853817E-03 ;   -0.1651375742090960E-03 ;
    0.1600000000000000E+01 ;    0.4000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4252303665731747E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.4511032122508838E+03 ;    0.3092930045410247E+02 ;    0.3031413586325940E+00 ;    0.2187031808845202E+01 ;    0.3917087840563135E-03 ;   -0.1367986833406011E-03 ;
    0.1800000000000000E+01 ;    0.4000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3779825480650442E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.4237653146403188E+03 ;    0.3092930045410247E+02 ;    0.2847702914382942E+00 ;    0.2187031808845202E+01 ;    0.3651892985812697E-03 ;   -0.1211791775858676E-03 ;
    0.2000000000000000E+01 ;    0.4000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.3401842932585397E+02 ;    0.3285009146622014E+03 ;    0.1920399201578991E+03 ;    0.4018949965518667E+03 ;    0.3092930045410247E+02 ;    0.2700734376828545E+00 ;    0.2187031808845202E+01 ;    0.3414523483368526E-03 ;   -0.1019904070233235E-03 ;
    0.1400000000000000E+01 ;    0.5000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.6074719522473924E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.5565493887487775E+03 ;    0.3092930045410247E+02 ;    0.3740011892391785E+00 ;    0.2187031808845202E+01 ;    0.5495753001151144E-03 ;   -0.2436978154527965E-03 ;
    0.1600000000000000E+01 ;    0.5000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.5315379582164682E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.5126134818746550E+03 ;    0.3092930045410247E+02 ;    0.3444762598197683E+00 ;    0.2187031808845202E+01 ;    0.4906064149491333E-03 ;   -0.2077288425731443E-03 ;
    0.1800000000000000E+01 ;    0.5000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4724781850813051E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.4784411098614488E+03 ;    0.3092930045410247E+02 ;    0.3215124258268937E+00 ;    0.2187031808845202E+01 ;    0.5034529915871697E-03 ;   -0.1728550894027039E-03 ;
    0.2000000000000000E+01 ;    0.5000000000000000E+00 ;    0.2500000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.4252303665731746E+02 ;    0.4106261433277517E+03 ;    0.2400499001973739E+03 ;    0.4511032122508838E+03 ;    0.3092930045410247E+02 ;    0.3031413586325940E+00 ;    0.2187031808845202E+01 ;    0.4541498837909604E-03 ;   -0.1627507143005992E-03 ;
    0.1400000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.9560214330450766E+01 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.4045493311172797E+03 ;    0.3827714531336439E+02 ;    0.2718571505108121E+00 ;    0.2706602901554283E+01 ;    0.8248422587241871E-04 ;   -0.1393390300592429E-04 ;
    0.1600000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.8365187539144420E+01 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.3936745873163918E+03 ;    0.3827714531336439E+02 ;    0.2645493226766155E+00 ;    0.2706602901554283E+01 ;    0.5799095469994872E-04 ;   -0.1184865644658636E-04 ;
    0.1800000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.7435722257017262E+01 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.3852164532490347E+03 ;    0.3827714531336439E+02 ;    0.2588654565833515E+00 ;    0.2706602901554283E+01 ;    0.5438212613769578E-04 ;   -0.1196584728651355E-04 ;
    0.2000000000000000E+01 ;    0.1000000000000000E+00 ;    0.3000000000000000E+01 ;    0.7500000000000000E+01 ;    0.1000000000000000E+02 ;    0.6692150031315535E+01 ;    0.8212522866555034E+02 ;    0.4800998003947478E+02 ;    0.3784499459951489E+03 ;    0.3827714531336439E+02 ;    0.2543183637087403E+00 ;    0.2706602901554283E+01 ;    0.8368976433721025E-04 ;   -0.1181881291130562E-04 ;
