ALPHA_H;BETA;D_AGAP;R_ST_OUT;DZ;F_ROT_X;F_ROT_Y;F_ROT_Z;F_ST_X;F_ST_Y;F_ST_Z
1.8;0.5;2.5;7.5;0.5;-0.001466696412151753;0.01642404096106501;-0.09455812400595044;0.004366777675952841;-6.394574408455402E-4;0.09783348625249942
2.0;0.5;2.5;7.5;0.5;0.003761267425508712;-0.004943913094346217;-0.07852442961683274;-0.001346472765383307;-0.002143108791313127;0.08763465687930562
1.4;0.1;3.0;7.5;0.5;0.03217662703611252;-0.04406593047190233;0.05473975188212542;-0.001071409658202136;8.167997850908917E-4;0.006588984099342762
1.6;0.1;3.0;7.5;0.5;-0.002479431710871522;-0.01878898508454472;0.06988318897584249;2.970021890723549E-4;3.350425191324567E-4;0.006779189929302956
1.8;0.1;3.0;7.5;0.5;0.0246754292751568;-0.04871493293397225;-0.06129538273600221;0.001184205713524827;0.001428379457884797;0.003356784371410442
2.0;0.1;3.0;7.5;0.5;0.01314654483995295;-0.02318343283782864;0.08593148751566995;-7.565846409887512E-4;3.969943233990887E-4;0.005146762713293372
1.4;0.2;3.0;7.5;0.5;0.02044466508944652;-0.01075245413682356;-0.009874652582969587;1.968205130445181E-4;7.431973908364311E-4;0.02157604785171298
1.6;0.2;3.0;7.5;0.5;0.003204080388604981;0.004756391992868102;-0.02019229292550342;-0.002243252838471673;-2.751748578337119E-4;0.02143270117286708
1.8;0.2;3.0;7.5;0.5;0.01078382901424143;0.01079867192190401;-0.02283046685470397;7.055824351939871E-5;-2.209376134749144E-4;0.02020784479789107
2.0;0.2;3.0;7.5;0.5;0.01380684939952349;0.006485211924950716;0.002260593870825967;2.593173013948572E-4;6.367944126919065E-4;0.0215785313803951
1.4;0.3;3.0;7.5;0.5;0.002740813410617792;-0.002217774813078094;-0.03168472188220664;-0.001062577679094201;1.944909073378891E-4;0.03258706226077288
1.6;0.3;3.0;7.5;0.5;0.003733932565763307;-0.002832195866800131;-0.02879220934840217;-5.100735012139395E-4;-7.597710973339354E-5;0.03098708228461527
1.8;0.3;3.0;7.5;0.5;0.01052433414229234;-0.02042409359208556;-0.01673912972570461;6.990122180160774E-4;-0.001331705648614832;0.03340335595568899
2.0;0.3;3.0;7.5;0.5;0.001374079188654431;0.002587553052866383;-0.04832894188979738;7.019079944486032E-4;7.057424497333969E-5;0.03312884531949861
1.4;0.4;3.0;7.5;0.5;-0.004565407057010956;0.002830141726807724;-0.02581101720935452;7.45870101761835E-4;-6.970601098109156E-4;0.03547402928894512
1.6;0.4;3.0;7.5;0.5;1.818887713861388E-4;0.001171629739545193;-0.04222558908105664;0.001511395867547649;-0.002652630326873485;0.03574810206645422
1.8;0.4;3.0;7.5;0.5;0.001721350093044426;1.50124227465932E-4;-0.02192274327239008;0.001203813484945917;3.281660582920183E-4;0.03558736143490181
2.0;0.4;3.0;7.5;0.5;0.004933541537696597;0.002617983142292459;-0.005459602641870826;5.048240369109674E-5;8.357070836277248E-4;0.03661934815138318
1.4;0.5;3.0;7.5;0.5;-0.01261719284538844;-0.001881430461274646;-0.06040550301330194;0.001276994326170414;-8.036166267400792E-4;0.03804102971764471
1.6;0.5;3.0;7.5;0.5;-0.01499856411307061;-0.001604211948671358;-0.01347227747285802;-0.001374244161977338;-8.223097406473423E-5;0.03795144144843068
1.8;0.5;3.0;7.5;0.5;-0.008344553037043585;0.01352316024935285;-0.009192649822727163;-6.672726030977291E-4;-5.965796277406375E-4;0.03659245624576064
2.0;0.5;3.0;7.5;0.5;0.01065957208850102;0.01145469096378321;-0.02655393312876438;-2.370614231726569E-5;5.341099877627402E-4;0.03516309966838769
